price,postal_code,address,bed,full_bath,half_bath,property_area,property_type
369900,T3K5N8,5 COVILLE GDNS NE,4.0,1.0,1.0,1328.0,house
1175000,T2N1X1,216 11 ST NW,3.0,4.0,1.0,2420.0,house
299900,T2G1E5,607 - 550 RIVERFRONT AVE SE,1.0,1.0,1.0,587.0,condo
374900,T2T3Z2,508 - 3410 20 ST SW,2.0,2.0,,955.0,condo
779900,T3H6A2,436 DISCOVERY PL SW,3.0,2.0,1.0,2602.0,house
224900,T3L2J9,3303 TUSCARORA Manor NW,2.0,2.0,,840.0,condo
349900,T3A5H4,109 HIDDEN SPRING CIR NW,4.0,2.0,,890.0,house
265000,T2Z0Y8,25 COPPERPOND Road SE,2.0,1.0,,1261.0,townhouse
2498000,T2P5J9,803 - 690 PRINCETON WAY SW,3.0,2.0,,2066.0,condo
159900,T1Y1Z2,103 RUNDLEWOOD LANE NE,2.0,1.0,,467.0,house
2250000,T2T3J1,3810 10 ST SW,4.0,3.0,1.0,3902.0,house
349900,T2P5K3,301 - 660 EAU CLAIRE AVE SW,1.0,1.0,,779.0,condo
459000,T3H5P8,23 - 39 STRATHLEA COMMON SW,3.0,2.0,1.0,1871.0,house
415000,T2Z0P6,1555 COPPERFIELD BLVD SE,4.0,2.0,2.0,1711.0,house
409900,T3M1T2,306 AUBURN CREST WAY SE,3.0,2.0,1.0,1668.0,house
184000,T3M1Z8,214 - 22 AUBURN BAY LINK SE,1.0,1.0,,543.0,condo
325000,T3K3L4,12 BEDFIELD CLOSE NE,3.0,1.0,1.0,1205.0,house
289900,T2Z4N1,1318 - 48 INVERNESS GATE SE,2.0,2.0,,1085.0,condo
599900,T3E2H4,2012 28 ST SW,3.0,2.0,1.0,1645.0,house
384500,T3E7H4,591 KILLARNEY GLEN CRT SW,3.0,1.0,1.0,1280.0,house
204000,T2W5K1,11618 OAKFIELD Drive SW,3.0,1.0,1.0,1155.0,townhouse
684900,T2N3A5,923 35A ST NW,3.0,2.0,,1171.0,house
599900,T2Y3T7,25 EVERGREEN CRES SW,4.0,3.0,1.0,2249.0,house
689000,T3E2A7,2424 26 ST SW,4.0,3.0,1.0,1870.0,house
344900,T3H2Z6,344 PROMINENCE Heights SW,3.0,3.0,,1173.0,townhouse
850000,T3B5L4,133 VALLEY RIDGE CRT NW,4.0,3.0,1.0,2447.0,house
899900,T3A0R6,4828 VANGUARD RD NW,5.0,3.0,1.0,1816.0,house
249900,T2X0E4,48 CHAPARRAL RIDGE Park SE,2.0,2.0,1.0,1111.0,townhouse
100000,T2K5W9,318 - 333 GARRY CRES NE,1.0,1.0,,688.0,condo
209900,T2E7A8,304 - 300 MEREDITH RD NE,1.0,1.0,,879.0,condo
449500,T2P0P2,"2306, 1025 5 Avenue SW",1.0,1.0,,613.0,condo
340000,T2T2C5,201 - 2111 34 AVE SW,2.0,2.0,,840.0,condo
439900,T3A2M7,110 - 3437 42 ST NW,2.0,2.0,1.0,1772.0,townhouse
284000,T2T6H2,102 - 838 19 AVE SW,2.0,1.0,,768.0,condo
494900,T3C1N5,"2, 1718 32 Street SW",3.0,3.0,1.0,1197.0,townhouse
199900,T3E3H4,132 - 3809 45 ST SW,3.0,1.0,,859.0,townhouse
314800,T2W3P8,123 WOODVALE Bay SW,3.0,1.0,1.0,1150.0,townhouse
799900,T3B5Y9,95 VALLEY CREST RISE NW,4.0,3.0,1.0,2793.0,house
359900,T2R1R8,104 - 881 15 AVE SW,2.0,2.0,,950.0,condo
684900,T3E1K3,2122 B 52 AVE SW,4.0,3.0,1.0,1674.0,house
155000,T3A2W2,401 - 3717 42 ST NW,1.0,1.0,,662.0,condo
409000,T3K1X1,152 BEACONSFIELD WAY NW,4.0,2.0,1.0,1650.0,house
329900,T1Y3G7,464 WHITEHILL PL NE,3.0,2.0,,828.0,house
979700,T3E5W9,3108 LEDUC CRES SW,4.0,3.0,,1380.0,house
449900,T2N0V4,"1, 3421 5 Avenue NW",2.0,2.0,1.0,1436.0,townhouse
539000,T2P4X2,4102 - 400 EAU CLAIRE AVE SW,1.0,2.0,,1279.0,condo
799900,T2M3W5,2351 22 ST NW,5.0,4.0,,1500.0,house
499900,T3R1M1,5 KINCORA TERR NW,3.0,2.0,1.0,1160.0,house
429900,T2T5Z1,2206 15 Street SW,2.0,2.0,1.0,1542.0,townhouse
315000,T3G4S8,250 ROCKY RIDGE Court NW,3.0,2.0,1.0,1222.0,townhouse
749900,T3P0M6,97 EVANSBOROUGH WAY NW,5.0,3.0,1.0,2595.0,house
560000,T3H1E3,5903 COACH HILL RD SW,3.0,2.0,1.0,2047.0,house
549900,T2L0C1,1081 NORTHMOUNT DR NW,5.0,2.0,,1045.0,house
189900,T2W5J9,89 CEDAR SPRINGS Gardens SW,2.0,1.0,1.0,920.0,townhouse
459000,T2R1E3,2908 - 1111 10 ST SW,2.0,2.0,,849.0,condo
1169000,T2S1Y5,3926 4 ST SW,4.0,3.0,,2501.0,house
299500,T3J0Z8,1624 - 7451 FALCONRIDGE BLVD NE,3.0,3.0,1.0,1082.0,townhouse
239900,T3B0H1,304 - 7724 BOWNESS RD NW,2.0,2.0,,1039.0,condo
205000,T2Z0E6,1101 - 10 PRESTWICK BAY SE,2.0,2.0,,988.0,condo
2199900,T2T1N3,2016 29 AVE SW,3.0,3.0,2.0,3550.0,house
409900,T2X2C3,20 LEGACY REACH MANOR SE,3.0,2.0,1.0,1642.0,house
549000,T3H4M4,89 WESTPOINT GDNS SW,5.0,3.0,1.0,2203.0,house
539900,T2A0L8,2707 15 AVE SE,4.0,3.0,1.0,1732.0,house
1499900,T2S0G9,515 21 Avenue SW,3.0,3.0,,2238.0,townhouse
485000,T2X0J7,130 SILVERADO SKIES DR SW,3.0,2.0,1.0,2048.0,house
439999,T3H2Z6,360 PROMINENCE Heights SW,3.0,3.0,,1247.0,townhouse
599900,T2N3N6,94 23 Street NW,3.0,2.0,1.0,1584.0,townhouse
2275000,T2T3B1,3807 8 ST SW,5.0,3.0,1.0,3532.0,house
496000,T3E3Z3,1908 KELWOOD DR SW,4.0,2.0,,1100.0,house
748000,T2E4S1,120 13 ST NE,3.0,2.0,,848.0,house
132900,T2W3L6,104 - 11620 ELBOW DR SW,2.0,1.0,,747.0,condo
879900,T3E5Z7,6316 LONGMOOR WAY SW,4.0,3.0,,1223.0,house
609000,T3B0C4,34 CRESTBROOK HILL SW,4.0,3.0,,2538.0,house
255000,T3R0V5,1109 - 450 SAGE VALLEY DR NW,2.0,2.0,,838.0,condo
499000,T2K0B5,453 33 AVE NW,3.0,1.0,,1175.0,house
799000,T2S2Y8,46 31 AVE SW,4.0,3.0,1.0,1753.0,house
299900,T2R1S5,1208 - 1110 11 ST SW,2.0,1.0,,758.0,condo
449900,T2R0S2,103 - 923 15 AVE SW,2.0,2.0,1.0,1346.0,condo
254900,T3R0W8,214 - 20 SAGE HILL TERR NW,2.0,2.0,,820.0,condo
1199900,T2E4K5,516 A 9 ST NE,4.0,4.0,1.0,2850.0,house
739900,T3C2W7,16 WAKEFIELD DR SW,4.0,3.0,,1247.0,house
900000,T3M2S7,184 CRANBROOK DR SE,3.0,2.0,1.0,1516.0,house
344900,T2G1E1,205 - 211 13 AVE SE,2.0,2.0,,845.0,condo
874900,T2M1V4,1637 23 AVE NW,4.0,3.0,1.0,1944.0,house
239000,T2P3T9,1602 - 1100 8 AVE SW,2.0,2.0,1.0,1870.0,condo
500000,T3H5G7,127 WEST SPRINGS CLOSE SW,4.0,2.0,1.0,1678.0,house
399900,T2R0X4,503 - 626 14 AVE SW,2.0,2.0,,841.0,condo
224900,T2G5T7,1007 - 1410 1 ST SE,1.0,1.0,,589.0,condo
334900,T3H0Y4,203 - 7 WESTPARK COMMON SW,2.0,2.0,1.0,1079.0,condo
369900,T2Y4W5,742 EVERRIDGE DR SW,4.0,2.0,1.0,1211.0,house
419900,T3A2M9,224 - 4037 42 ST NW,3.0,2.0,1.0,1569.0,townhouse
619000,T2E1M9,112 18 AVE NE,3.0,2.0,,732.0,house
160000,T2V0M3,6 - 609 67 AVE SW,1.0,1.0,,517.0,condo
749900,T3C2S2,188 WESTVIEW DR SW,3.0,3.0,,1823.0,house
649900,T3A2C5,1008 - 16 VARSITY ESTATES CIR NW,2.0,2.0,,1265.0,condo
299900,T2G0T9,202 - 325 3 ST SE,2.0,2.0,,876.0,condo
2480000,T3H5M1,2854 77 ST SW,5.0,3.0,1.0,2976.0,house
437500,T3M1L5,717 CRANSTON DR SE,4.0,3.0,1.0,1701.0,house
255000,T2Z4Z2,203 - 37 PRESTWICK DR SE,2.0,2.0,,963.0,condo
128000,T3B5N7,521 - 3223 83 ST NW,3.0,2.0,,1191.0,
456800,T1Y6X5,7284 CALIFORNIA BLVD NE,4.0,3.0,1.0,1615.0,house
399900,T3K4J3,89 HARVEST GLEN WAY NE,4.0,3.0,,1190.0,house
399000,T2K0Z3,5024 2 ST NW,5.0,2.0,,1005.0,house
435000,T2W2J9,132 CEDARPARK GREEN SW,5.0,2.0,1.0,1185.0,house
437500,T2R0X4,405 - 626 14 AVE SW,2.0,2.0,,971.0,condo
418000,T1Y3L9,276 TEMPLESIDE CIR NE,4.0,3.0,,1560.0,house
174000,T2E0K9,106 - 355 5 AVE NE,1.0,1.0,,394.0,condo
485000,T2Z2M9,160 DOUGLAS GLEN MEWS SE,3.0,3.0,1.0,2218.0,house
319900,T2X0S2,111 Silverado Common SW,3.0,3.0,,1413.0,townhouse
565000,T2E5G8,905 REGAL CRES NE,3.0,2.0,,1003.0,house
119900,T2E2Y3,12 - 3726 CENTRE ST N,1.0,1.0,,651.0,condo
329900,T2E9C7,129 - 910 CENTRE AVE NE,2.0,2.0,,875.0,condo
215000,T2Z4R2,3311 - 755 COPPERPOND BLVD SE,2.0,2.0,,771.0,condo
679900,T2N1R8,203 6 Street NW,3.0,4.0,1.0,1715.0,townhouse
299900,T2T6J2,324 - 1808 36 AVE SW,1.0,1.0,1.0,847.0,condo
1499000,T2V2M2,6910 KENT PL SW,6.0,4.0,1.0,2400.0,house
1375000,T2N0K5,2111 3 AVE NW,5.0,3.0,1.0,2676.0,house
389999,T3E2H7,1 - 2429 28 ST SW,3.0,3.0,,1360.0,townhouse
129900,T3C0T1,102 - 1222 13 AVE SW,2.0,1.0,,853.0,condo
574900,T2V0T8,1016 78 AVE SW,3.0,3.0,,1324.0,house
280000,T2L2L5,404 - 3820 BRENTWOOD RD NW,1.0,1.0,,576.0,condo
554900,T3R1P9,1208 SHERWOOD BLVD NW,4.0,3.0,1.0,2205.0,house
639000,T3E4C4,4004 GATEFIELD AVE SW,4.0,2.0,,1045.0,house
565000,T3P0H6,100 EVANSRIDGE CLOSE NW,5.0,3.0,1.0,2003.0,house
749900,T2V0B3,527 52 AVE SW,3.0,3.0,1.0,1719.0,house
199900,T3A2C9,1105 - 4001 A 49 ST NW,2.0,1.0,1.0,842.0,condo
700000,T3E3K1,3315 40 ST SW,4.0,3.0,1.0,1778.0,house
509900,T2S3C9,206 - 60 24 AVE SW,2.0,2.0,,1362.0,condo
235000,T2L0Y2,223 - 3111 34 AVE NW,1.0,1.0,,470.0,condo
335000,T3W5W2,170 WEST SPRINGS Road SW,2.0,2.0,1.0,1129.0,townhouse
1149900,T2E4K5,514 9 ST NE,4.0,4.0,1.0,2868.0,house
374000,T2T2C5,1 - 2119 34 AVE SW,3.0,1.0,1.0,1220.0,townhouse
394990,T2G0S7,409 - 1020 9 AVE SE,1.0,1.0,,716.0,condo
550000,T3M1N5,87 MAHOGANY WAY SE,5.0,3.0,1.0,2620.0,house
729900,T2E4J1,218 8A ST NE,3.0,3.0,,1717.0,house
329900,T2B2Z6,51 ERIN GROVE BAY SE,3.0,2.0,,925.0,house
524900,T3M1C7,43 CRANLEIGH GDNS SE,3.0,2.0,1.0,2247.0,house
435000,T2N1Z4,402 - 2 14 ST NW,2.0,2.0,,1179.0,condo
599900,T2N3G8,1834 WESTMOUNT BLVD NW,3.0,2.0,,836.0,house
200000,T2V2G9,216 - 790 KINGSMERE CRES SW,1.0,1.0,,700.0,condo
450000,T3E2K3,1 - 2433 29 ST SW,3.0,3.0,1.0,1222.0,townhouse
489000,T2Z0P4,73 COPPERSTONE CLOSE SE,3.0,2.0,1.0,2476.0,house
399900,T2Z4P4,39 PRESTWICK PL SE,4.0,3.0,1.0,1323.0,house
275000,T3E2C3,"305, 3125 39 Street NW",1.0,1.0,,447.0,condo
299900,T3A0L9,203 - 3950 46 AVE NW,2.0,2.0,,804.0,condo
294900,T3M3E7,"214, 300 Auburn Meadows Common SE",2.0,2.0,,957.0,condo
174900,T3C3T9,308 - 550 WESTWOOD DR SW,2.0,1.0,,720.0,condo
775000,T3M2G3,116 AUBURN SHORES WAY SE,4.0,3.0,1.0,2772.0,house
534800,T2Z2R5,100 MT SELKIRK CLOSE SE,3.0,2.0,1.0,2051.0,house
399800,T2E2C8,114 30 AVE NE,2.0,2.0,,744.0,house
389900,T2Y3T5,154 BRIDLEWOOD MANOR SW,3.0,2.0,1.0,1334.0,house
490000,T2M2J3,718 27 AVE NW,4.0,1.0,,896.0,house
379900,T2Z0X3,216 COPPERPOND RD SE,3.0,2.0,1.0,1273.0,house
699900,T2K2C1,52 HESTON ST NW,4.0,3.0,1.0,1816.0,house
399000,T2T6G8,1732 21 Avenue SW,3.0,3.0,1.0,1138.0,townhouse
499900,T2C5G3,314 QUARRY PARK Boulevard SE,4.0,3.0,1.0,1504.0,townhouse
565000,T3C1W5,1104 40 Street SW,4.0,3.0,1.0,1351.0,townhouse
749900,T3B3X4,902 VARSITY ESTATES PL NW,5.0,3.0,1.0,1641.0,house
764900,T2E1A3,229 12 AVE NE,4.0,3.0,1.0,1768.0,house
575000,T3L1W6,99 SCHUBERT HILL NW,4.0,3.0,,1275.0,house
569900,T2M3M7,1853 12th Street NW,3.0,3.0,1.0,1251.0,townhouse
479000,T2M2L3,702 28 AVE NW,4.0,2.0,,940.0,house
214900,T3E6T5,1214 - 60 GLAMIS DR SW,2.0,1.0,,990.0,condo
479990,T2X4S2,141 YORKSTONE WAY SW,3.0,2.0,1.0,2043.0,house
189000,T2E6M1,301 - 4455 A GREENVIEW DR NE,2.0,1.0,,824.0,condo
739000,T2M1H8,2023 20 AVE NW,4.0,3.0,1.0,1766.0,house
655000,T3C1X9,1631 41 ST SW,5.0,3.0,1.0,1865.0,house
1588000,T2T1X9,1401 COUNCIL WAY SW,5.0,4.0,1.0,3050.0,house
2799900,T3C3E4,399 WILDWOOD DR SW,4.0,5.0,1.0,3470.0,house
359900,T2Z4Y5,736 PRESTWICK CIR SE,5.0,3.0,,1177.0,house
464900,T3K5L9,39 PANAMOUNT DR NW,3.0,3.0,1.0,1623.0,house
649900,T2T1J2,2826 15 Street SW,3.0,3.0,,1227.0,townhouse
5999999,T3P0T4,2121 148 AVE NE,,,,,
324900,T2M2P4,507 - 408 31 AVE NW,1.0,1.0,,871.0,townhouse
465500,T3L3B9,111 TUSCANY SPRINGS LANDNG NW,3.0,3.0,1.0,1719.0,house
449900,T2C0Z3,8020 24 ST SE,2.0,2.0,,1080.0,house
354900,T1Y3H1,751 WHITEMONT DR NE,4.0,3.0,,1120.0,house
449000,T2L0G2,1408 NORTHMOUNT DR NW,3.0,2.0,,1455.0,house
619000,T2N0S6,"1, 551 20 Street NW",3.0,3.0,1.0,1278.0,townhouse
159900,T2W5H1,4111 - 13045 6 ST SW,2.0,2.0,,833.0,condo
259900,T3R0S3,409 - 195 KINCORA GLEN RD NW,2.0,2.0,,943.0,condo
374900,T2R1R8,206 - 881 15 AVE SW,2.0,2.0,,953.0,condo
204900,T3K0K8,103 - 120 PANATELLA LANDNG NW,2.0,1.0,,810.0,townhouse
349000,T3K0L1,143 PANORA CLOSE NW,2.0,1.0,,900.0,house
525000,T3E7S2,2960 PEACEKEEPERS Way SW,3.0,3.0,1.0,1685.0,townhouse
369900,T3G5W5,105 ROYAL CREST VIEW NW,3.0,2.0,1.0,1631.0,house
128900,T2T0Y1,9 - 1516 24 AVE SW,1.0,1.0,,417.0,condo
639900,T3E4R3,3320 RUTLAND RD SW,4.0,2.0,,1238.0,house
869900,T2Z0N6,173 ELGIN ESTATES PK SE,4.0,3.0,1.0,2686.0,house
379900,T2G1H7,1904 - 1122 3 ST SE,2.0,2.0,,732.0,condo
829900,T3H0N3,131 SPRINGBLUFF BLVD SW,4.0,3.0,1.0,2601.0,house
309900,T2A0E3,2624 11 AVE SE,3.0,1.0,1.0,1075.0,house
329900,T2Z3Z6,2 PRESTWICK RISE SE,3.0,1.0,,1010.0,house
319000,T3N0L7,287 SKYVIEW RANCH Road NE,2.0,2.0,1.0,1388.0,townhouse
249900,T2R1R1,313 - 1410 2 ST SW,2.0,2.0,,857.0,condo
235000,T2A3E3,707 44 Street SE,3.0,1.0,,1023.0,townhouse
750000,T2L1N5,88 BROWN CRES NW,4.0,3.0,,1271.0,house
749500,T2X0Y9,393 LEGACY VILLAGE WAY SE,6.0,3.0,1.0,2312.0,house
394000,T3E1V3,1 - 1938 24A ST SW,2.0,2.0,1.0,1046.0,townhouse
279000,T2T6C8,259 - 3000 MARDA LINK SW,1.0,1.0,,697.0,condo
289900,T2W3Z6,36 - 11333 30 ST SW,2.0,1.0,1.0,1015.0,house
335000,T3M0G9,87 CRANBERRY PL SE,3.0,2.0,1.0,1464.0,house
799000,T2T4B9,2618 15A ST SW,4.0,3.0,1.0,2314.0,house
699900,T3C2W8,55 WAKEFIELD DR SW,4.0,3.0,,1331.0,house
262400,T2S3E7,152 - 315 24 AVE SW,1.0,1.0,1.0,703.0,condo
774900,T2L1T6,5040 BARRON DR NW,6.0,3.0,1.0,1485.0,house
474900,T3G4T4,94 CITADEL MEADOW CLOSE NW,5.0,3.0,1.0,1917.0,house
214500,T2G0G3,404 - 225 11 AVE SE,1.0,1.0,,486.0,condo
449900,T3K4X9,627 COVENTRY DR NE,3.0,2.0,2.0,1660.0,house
324900,T2X1E8,184 MIDRIDGE CLOSE SE,3.0,1.0,1.0,1393.0,house
229900,T2T3W7,103 - 1817 14A ST SW,2.0,1.0,,868.0,condo
399900,T3K0T4,542 PANATELLA SQ NW,3.0,2.0,1.0,1316.0,house
575000,T2J2M9,248 LAKE WAPTA RISE SE,5.0,3.0,,1280.0,house
1699000,T2N1T9,631 9A ST NW,,,,7721.0,
479500,T2Z3K8,182 INVERNESS PK SE,4.0,2.0,1.0,1833.0,house
279900,T2G1H7,3405 - 1122 3 ST SE,1.0,1.0,,501.0,condo
350000,T2X1K4,227 CREEKSTONE WAY SE,3.0,2.0,1.0,1252.0,house
284900,T3M2L7,1212 - 522 CRANFORD DR SE,2.0,2.0,,936.0,condo
1299900,T2S2C4,3020 5 ST SW,3.0,2.0,1.0,2130.0,house
249900,T2Z4S9,139 COPPERFIELD LANE SE,2.0,2.0,1.0,1124.0,townhouse
589900,T2T2B7,1717 34 Avenue SW,2.0,2.0,1.0,1794.0,townhouse
219900,T3H3K6,409 - 20 SIERRA MORENA MEWS SW,2.0,2.0,,877.0,condo
305000,T2A1Y7,1508 ROBSON CRES SE,4.0,2.0,,964.0,house
219000,T3G0C5,37 ROCKHAVEN GREEN NW,,,,,
179900,T2N1T7,403 - 315 9A ST NW,1.0,1.0,,509.0,condo
7410000,T3H3N6,418 PATTERSON BLVD SW,,,,,
589900,T3B5Y1,78 CRESTHAVEN VIEW SW,4.0,3.0,1.0,1937.0,house
4300000,T2E0L9,312 6 AVE NE,,,,13140.0,
239900,T2J7H1,315 - 2022 CANYON MEADOWS DR SE,2.0,2.0,,1184.0,condo
559000,T3K5L9,282 PANAMOUNT DR NW,5.0,4.0,1.0,2518.0,house
329900,T2B0S6,3053 30A ST SE,3.0,1.0,,809.0,house
239900,T3M3E7,"415, 300 Auburn Meadows  Common",2.0,2.0,,657.0,condo
1649900,T2T2L7,1815 40 AVE SW,4.0,4.0,1.0,3193.0,house
668000,T2M1H4,1811 20 AVE NW,4.0,3.0,1.0,1782.0,house
439900,T2P0C3,1604 - 910 5 AVE SW,2.0,2.0,,947.0,condo
505000,T3N0G8,69 SKYVIEW RANCH BLVD NE,4.0,3.0,1.0,1844.0,house
190000,T1Y4K8,63 - 3200 60 ST NE,2.0,1.0,1.0,976.0,townhouse
219900,T3H2L4,2 - 216 VILLAGE TERR SW,2.0,2.0,,1031.0,condo
349900,T2E7M3,529 - 4303 1 ST NE,2.0,2.0,,1114.0,condo
469000,T2Z2M9,67 DOUGLAS GLEN PL SE,3.0,1.0,1.0,1151.0,house
300000,T3H1V4,8531 8A Avenue SW,1.0,1.0,,651.0,condo
249900,T2V5J8,200 - 9449 19 ST SW,1.0,1.0,1.0,980.0,condo
685000,T2M1A8,1526 19 AVE NW,4.0,3.0,1.0,1810.0,house
699000,T3A6B5,67 HAMPSTEAD RISE NW,6.0,3.0,1.0,2544.0,house
1645000,T3H4V1,50 SPRING VALLEY PL SW,4.0,4.0,1.0,3396.0,house
449900,T2E1H8,616 15 AVE NE,2.0,1.0,,1080.0,house
739900,T3M2G4,42 AUBURN SOUND CLOSE SE,4.0,3.0,1.0,2794.0,house
250000,T2E3S9,203 - 809 4 ST NE,2.0,1.0,,771.0,condo
89900,T2A0W5,123 - 6724 17 AVE SE,3.0,1.0,,980.0,
599900,T2M2M3,426 29 AVE NW,3.0,1.0,2.0,1222.0,house
308900,T3K0S7,75 PANATELLA Road NW,3.0,2.0,1.0,1137.0,townhouse
509900,T3G3T1,39 ARBOUR RIDGE WAY NW,4.0,3.0,,1703.0,house
449900,T3C3X7,108 - 99 SPRUCE PL SW,2.0,2.0,1.0,1659.0,townhouse
319900,T2A2R5,9 MARWOOD CIR NE,4.0,2.0,,796.0,house
289900,T3B2K7,4515 70 ST NW,3.0,2.0,,850.0,house
649900,T3H5Y1,106 ST MORITZ TERR SW,4.0,3.0,1.0,1927.0,house
645000,T2N3M1,1622 WESTMOUNT RD NW,3.0,1.0,1.0,1477.0,house
359900,T3H3E6,901 - 1997 SIROCCO DR SW,2.0,2.0,,1159.0,townhouse
875000,T3H3Z2,41 SLOPES RD SW,3.0,2.0,1.0,1929.0,house
309000,T2S0C6,205 - 545 18 AVE SW,2.0,2.0,,911.0,condo
339900,T2T6G9,307 - 3650 MARDA LINK SW,1.0,1.0,1.0,1014.0,condo
369900,T2G0B5,2803 - 210 15 AVE SE,2.0,2.0,,1069.0,condo
285000,T2G0T9,211 - 325 3 ST SE,2.0,2.0,,1004.0,condo
589900,T3H3R2,122 SIERRA NEVADA GREEN SW,4.0,3.0,1.0,1740.0,house
2998000,T2S1P7,3037 1 ST SW,5.0,4.0,1.0,3634.0,house
220000,T3M2L6,1203 - 11 MAHOGANY ROW SE,2.0,2.0,,840.0,condo
824900,T2T4L2,4116 16A ST SW,5.0,3.0,1.0,1789.0,house
540000,T3E5K9,3408 66 AVE SW,4.0,2.0,,1107.0,house
559900,T3H5G1,64 WESTON DR SW,4.0,3.0,1.0,2033.0,house
290000,T3C3T9,105 - 550 WESTWOOD DR SW,2.0,2.0,,1285.0,condo
339900,T2W4K1,40 WOODGLEN GROVE SW,3.0,3.0,1.0,1601.0,house
269000,T2S0E6,201 - 313 20 AVE SW,3.0,1.0,,873.0,condo
2875000,T2V1V5,27 WINDSOR CRES SW,5.0,5.0,1.0,3350.0,house
478800,T2X3B1,592 SUNMILLS DR SE,4.0,3.0,1.0,2035.0,house
650000,T3G5C3,475 ROCKY RIDGE DR NW,4.0,3.0,,1606.0,house
179000,T3H3L9,1204 - 1818 SIMCOE BLVD SW,2.0,2.0,,966.0,condo
550000,T2E0Z1,5 - 308 11 AVE NE,4.0,4.0,1.0,1859.0,townhouse
529900,T2Y0C9,324 EVERBROOK WAY SW,5.0,3.0,1.0,2057.0,house
359500,T2Z2P9,207 MT MCKENZIE Gardens SE,2.0,2.0,1.0,1255.0,townhouse
245000,T2R0X4,406 - 626 14 AVE SW,1.0,1.0,,491.0,condo
1250000,T3E5X9,5423 LADBROOKE DR SW,4.0,3.0,2.0,1677.0,house
599000,T2N4R6,550 23 ST NW,3.0,1.0,1.0,2009.0,house
229000,T2Z5B6,416 - 121 COPPERPOND COMMON SE,2.0,2.0,1.0,1183.0,townhouse
549900,T2Z3A8,3434 DOUGLASDALE BLVD SE,3.0,2.0,2.0,2101.0,house
178900,T2J3A8,1603 - 11010 BONAVENTURE DR SE,2.0,1.0,,438.0,townhouse
199900,T3J0S2,402 - 5 SADDLESTONE WAY NE,2.0,2.0,,873.0,condo
409700,T2Y2V6,20 SHAWINIGAN RD SW,3.0,2.0,,1606.0,house
409900,T1Y6Z4,159 CARMEL CLOSE NE,4.0,3.0,1.0,1496.0,house
188000,T3E2Y8,301 - 1919 36 ST SW,2.0,1.0,,928.0,condo
389900,T2S2V2,6 - 225 25 AVE SW,2.0,2.0,,975.0,condo
337900,T3A2C6,35 - 3302 50 ST NW,3.0,2.0,1.0,1410.0,townhouse
236000,T2G5R1,265 - 333 RIVERFRONT AVE SE,2.0,2.0,,756.0,condo
288000,T2P1K7,501 - 108 WATERFRONT CRT SW,1.0,1.0,,527.0,condo
2325000,T3E1Y7,2002 25A ST SW,5.0,4.0,1.0,3095.0,house
439000,T3H5P7,219 SPRINGBANK VILLAS SW,2.0,2.0,1.0,1291.0,house
1599800,T2E5B5,716 BRIDGE CRES NE,3.0,4.0,1.0,3552.0,house
389800,T3R0Y1,175 NOLANCREST Common NW,3.0,2.0,1.0,1653.0,townhouse
299000,T2G4L8,1109 MAGGIE ST SE,,,,,
729900,T2M2K8,516 28 AVE NW,4.0,3.0,1.0,1854.0,house
519900,T2T4K4,2308 16A Street SW,2.0,2.0,,1488.0,townhouse
315000,T3R0S2,62 Kinlea Common NW,2.0,2.0,1.0,1072.0,townhouse
399000,T3H1R7,23 WEST COACH Manor SW,3.0,2.0,1.0,1134.0,townhouse
229950,T2E0J9,113 - 515 4 AVE NE,1.0,1.0,,436.0,condo
305000,T2C0Z4,8045 24 ST SE,2.0,1.0,,527.0,house
549900,T2Z4H2,209 PRESTWICK ESTATE WAY SE,4.0,3.0,,1452.0,house
625000,T3H4Y3,50 DISCOVERY RIDGE LANE SW,2.0,2.0,1.0,1297.0,townhouse
259000,T3G0A7,234 - 60 ROYAL OAK PLAZA NW,2.0,2.0,,970.0,condo
409900,T2E8H3,148 VENTURA WAY NE,4.0,2.0,,1247.0,house
340000,T2N1C2,5 - 1760 8 AVE NW,3.0,2.0,1.0,1347.0,townhouse
780000,T2N3A4,920 35A ST NW,4.0,3.0,1.0,1682.0,house
165000,T2E0B3,103 - 409 1 AVE NE,1.0,1.0,,536.0,condo
524800,T3B5P9,119 VALLEY GLEN BAY NW,3.0,3.0,1.0,2138.0,house
598000,T2W0W9,348 SACKVILLE DR SW,4.0,2.0,,1312.0,house
2225000,T2T2Y3,3802 7 ST SW,3.0,3.0,1.0,2676.0,house
799900,T2E5J6,1149 A REGENT CRES NE,4.0,2.0,1.0,1709.0,house
599900,T3A0R5,4819 VANGUARD RD NW,4.0,1.0,2.0,1117.0,house
339900,T2P0G8,103 - 777 3 AVE SW,2.0,2.0,,1203.0,condo
294900,T3L2M2,113 - 223 TUSCANY SPRINGS BLVD NW,2.0,1.0,,850.0,condo
424900,T3E7J5,2806 19 Avenue SW,3.0,2.0,1.0,1176.0,townhouse
89800,T3G4E4,4 - 99 ARBOUR LAKE RD NW,2.0,1.0,1.0,1192.0,
699900,T2E0L3,816 5 AVE NE,4.0,3.0,,1450.0,house
339900,T3J3R9,256 CORAL SPRINGS MEWS NE,3.0,2.0,1.0,1439.0,house
219900,T2R1A7,504 - 1500 7 ST SW,1.0,1.0,,365.0,condo
449900,T3K5V9,187 COVILLE CLOSE NE,4.0,3.0,1.0,1696.0,house
